OBJECTID,LENGTH,LINK,Midx,Midy,Cseason,Oseason,Cstartdate,Cenddate,Ostartdate,Oenddate,DFWOpen,BEACHID,BEACHCOMMENT,CLASSIFICATIONDATE,CLASSIFICATION,REASONDESCRIPTION,ORGANIZATION,BIDN,BEACHNAME,WATERBODYNAME,COUNTYNAME,GROWINGAREANAME,ALLSPECIEDESCRIPTIONS,FINALSTATUS,UPDATED,SHAPE_Length
170,7912.788,,-123.56289893,48.14535576,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,29,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,230015,WEST DNR-414,East Straits,Clallam,East Straits,None,Open,2023/04/12 03:01:35+00,3664.12395508985
171,538.298,https://jeffersoncountywa.myrec.com/info/facilities/details.aspx?FacilityID=9903,-122.7798177,48.14292731,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,188,None,1999/02/04 00:00:00+00,Closed,This beach is within the closure area for a sewage treatment plant outfall and is unsafe for recreational shellfish harvesting.,JEFFERSON COUNTY HEALTH DEPARTMENT,250080,NORTH BEACH CP,Admiralty Inlet,Jefferson,Port Townsend,None,Closed,2023/04/12 03:01:35+00,847.406522127736
172,2768.81,,-123.60009343,48.13655408,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,31,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,230030,DNR-417,East Straits,Clallam,East Straits,None,Open,2023/04/12 03:01:35+00,1347.7498539364
173,3969.339,,-123.58407631,48.13633189,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,30,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,230020,DNR-416,East Straits,Clallam,East Straits,None,Open,2023/04/12 03:01:35+00,1298.23280369857
174,10177.499,http://parks.state.wa.us/511/Fort-Worden,-122.76477068,48.14272305,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,200,Shellfish harvesting should be avoided from the western reaches of Fort Worden State Park beach.  This area lies within sewage treatment plant outfall closure zone.,2011/02/23 00:00:00+00,Unclassified,This beach is partially within a PROHIBITED commercial shellfish area.  The area inside the PROHIBITED zone is classified CLOSED.  The area outside the PROHIBITED zone is UNCLASSIFIED due to lack of data at this time to classify it.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250170,FORT WORDEN SP,Admiralty Inlet,Jefferson,Protection Island,None,Unclassified,2023/04/12 03:01:35+00,4326.56655092731
175,2058.242,,-122.60130806,48.13225785,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,52,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,250560,DNR-124,Admiralty Bay,Island,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,946.386433932301
176,1899.914,,-122.56289599,48.12894401,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1328,None,2017/07/28 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,240350,HIDDEN BEACH,Holmes Harbor,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,774.672693479941
177,612.239,,-122.75488582,48.12295577,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,203,None,2015/04/20 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250200,NORTH POINT HUDSON,Admiralty Inlet,Jefferson,Port Townsend,None,Open,2023/04/12 03:01:35+00,943.838159884094
178,7076.19,http://parks.state.wa.us/484/Camano-Island,-122.49589203,48.12543469,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1310,None,1998/05/05 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,240030,CAMANO ISLAND SP,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,3256.74218380414
179,1590.957,,-122.42138208,48.11682743,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1334,None,1998/05/27 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,240600,S PT SUSAN,Port Susan,Island,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,706.114096849487
180,594.529,,-122.42594196,48.10414684,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1320,None,2017/07/28 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,240542,S CAMP DIANA,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,184.74489170328
181,500,,-123.04853906,48.09962198,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,14,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Clallam County Parks Department,250031,PORT WILLIAMS,Jamestown,Clallam,Sequim Bay,None,Unclassified,2023/04/12 03:01:35+00,508.848349994242
182,2728.693,,-122.92967524,48.09623862,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,20,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,250150,DNR-410,Discovery Bay,Clallam,Sequim Bay,All Species,Closed,2023/04/12 03:01:35+00,2247.55563298467
183,14152.935,https://www.clallamcountywa.gov/Facilities/Facility/Details/Panorama-Vista-County-Park-3,-122.994972,48.09266608,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1449,The north shore of Travis Spit is classified as Open for recreational shellfish harvesting. East of the spit is Unclassified.,2016/03/04 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,250040,DNR-411,Jamestown,Clallam,Sequim Bay,None,Unclassified,2023/04/12 03:01:35+00,9112.90070810254
184,2221.018,,-122.41166768,48.09144555,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1319,None,1998/05/05 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,240540,MABANA,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,974.424997609894
185,5440.292,,-122.48805032,48.09134668,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1327,None,1998/05/26 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,240330,E EAST PT,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2221.41769107726
186,5602.59,http://parks.state.wa.us/383/Fort-Flagler,-122.71154079,48.09937799,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1408,The portion of Rat Island and spit west and south of the park boundary is closed year-round from two white posts on the north end of the island at the vegetation line south to the end of the island. Shellfish harvest is unsafe and illegal due to known pollution from toxic substances. The adjacent Fort Flagler SP beach is classified as Open.,2014/06/24 00:00:00+00,Closed,Shoreline survey information does not meet Washington State standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250261,RAT ISLAND,Kilisut Harbor,Jefferson,Port Townsend,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1921.99889906122
187,22905.707,http://parks.state.wa.us/508/Fort-Flagler,-122.71154079,48.09937799,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open January 1 through April 15 and June 15 through December 31, 2023 only.",,2023/01/01 00:00:00+00,2023/04/15 00:00:00+00,2023/01/01 00:00:00+00,2023/04/15 00:00:00+00,1,209,"Due to known pollution from toxic substances, the adjacent Rat Island beach is closed year-round from two white posts on the north end of the island at the vegetation line south to the end of the island.",2010/04/14 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250260,FORT FLAGLER SP,Kilisut Harbor,Jefferson,Port Townsend,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,10163.1772786237
188,1174.128,,-123.04072884,48.08454832,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1406,None,2018/10/19 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250020,DNR-411A,Jamestown,Clallam,Sequim Bay,None,Open,2023/04/12 03:01:35+00,987.518509476524
189,1494.719,,-122.88280457,48.08503014,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,196,None,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250130,DNR-409,Discovery Bay,Jefferson,Discovery Bay,All Species,Closed,2023/04/12 03:01:35+00,1371.26737160818
190,781.847,,-122.39206805,48.07493644,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1309,None,1998/05/05 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,240010,FAR SOUTH MABANA,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,372.375034611412
191,4379.589,,-122.36685047,48.07037972,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1294,None,2018/01/19 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,240590,FURTHER NORTH CAMANO HEAD,Port Susan,Island,Possession Sound,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1965.62017819572
192,714.247,http://parks.state.wa.us/751/Mystery-Bay-State-Park,-122.69494219,48.05872765,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open October 1 through April 30 only.",,2022/10/01 00:00:00+00,2023/04/30 00:00:00+00,2022/10/01 00:00:00+00,2023/04/30 00:00:00+00,1,361,May through September the State Park beach near the docks and boat ramp is closed to shellfish harvest.,1999/03/25 00:00:00+00,Conditionally Open,This beach is near a seasonally used marina.  Shellfish should not be harvested during periods of high boat usage as indicated below.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250300,MYSTERY BAY SP,Kilisut Harbor,Jefferson,Mystery Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,303.466887133473
193,2028.853,,-123.03889361,48.05410893,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1338,None,1999/02/04 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250056,SOUTH PITSHIP PT,Sequim Bay,Clallam,Sequim Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1038.86497969307
194,3867.509,http://parks.state.wa.us/585/South-Whidbey-Island,-122.59513985,48.0567674,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,60,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250630,SOUTH WHIDBEY SP,Admiralty Bay,Island,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2192.76992364821
195,488.206,http://parks.state.wa.us/582/Sequim-Bay,-123.02715772,48.04137478,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open January 1 through April 15, 2023 only.",,2023/01/01 00:00:00+00,2023/04/15 00:00:00+00,2023/01/01 00:00:00+00,2023/04/15 00:00:00+00,1,1336,None,1999/02/04 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250050,SEQUIM BAY SP,Sequim Bay,Clallam,Sequim Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2483.50407923362
196,4281.825,,-122.72800736,48.03040023,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open April 1 through May 31, 2023 only.",,2023/04/01 00:00:00+00,2023/05/31 00:00:00+00,2023/04/01 00:00:00+00,2023/05/31 00:00:00+00,1,1283,None,1998/04/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,JEFFERSON COUNTY PARKS & RECREATION,250470,PORT TOWNSEND SHIP CANAL/PORTAGE BEACH,Oak Bay,Jefferson,Oak Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2072.21354618659
197,4261.996,,-122.37296294,48.02565489,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1293,None,1998/06/02 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260140,S SANDY PT,Possession Sound,Island,Possession Sound,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1954.27603489967
198,1135.841,,-122.73030741,48.02162143,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,224,None,2004/02/26 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,JEFFERSON COUNTY HEALTH DEPARTMENT,250400,OAK BAY CP,Oak Bay,Jefferson,Oak Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,716.600222226987
199,4878.851,,-122.71118136,48.02135771,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1436,None,2016/01/29 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,JEFFERSON COUNTY PARKS & RECREATION,250412,ISTHMUS BEACH,Oak Bay,Jefferson,Oak Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1895.72018898988
200,2318.891,https://www.islandcountywa.gov/PublicWorks/Parks/Pages/freeland-park.aspx,-122.53267203,48.0161337,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open October 1 through May 31 only.",,2023/01/01 00:00:00+00,2023/05/31 00:00:00+00,2023/01/01 00:00:00+00,2023/05/31 00:00:00+00,1,1191,"Bacteria levels at this beach increase in summer, and Dept. of Health warns shellfish are not safe to eat June - August.",2015/01/13 00:00:00+00,Conditionally Open,Water quality for this beach does not meet public health standards for recreational shellfish harvesting for portions of the year.,ISLAND COUNTY,240440,FREELAND COUNTY PARK,Holmes Harbor,Island,Holmes Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1081.91626360504
